Dates conducted,Pollster,Client,Area,Sample size,Con,Lab,Lib,SNP,Grn,Ref,Others,Lead,date_year_appended,end_date
11–17 May,Ipsos,,GB,1013,33%,39%,12%,5%,5%,1%,4% UKIP on 1% Plaid Cymru on 1% Other on 2%,6,11–17 May 2022,2022-05-17
15 May,Redfield & Wilton,,GB,2000,35%,39%,12%,4%,6%,3%,5% Plaid Cymru on 1% Other on 4%,4,15 May 2022,2022-05-15
13–15 May,Savanta ComRes,,UK,2196,34%,41%,10%,4%,4%,2%,5% Plaid Cymru on 1% Other on 4%,7,13–15 May 2022,2022-05-15
11–13 May,Opinium,The Observer,GB,2000,34%,37%,12%,4%,7%,—,7% Plaid Cymru on 1% Other on 6%,3,11–13 May 2022,2022-05-13
11–12 May,Techne,,UK,1634,34%,39%,11%,4%,6%,—,6%,5,11–12 May 2022,2022-05-12
10–11 May,YouGov,The Times,GB,1990,33%,38%,12%,4%,6%,3%,3% Plaid Cymru on 1% Other on 2%,5,10–11 May 2022,2022-05-11
8 May,Redfield & Wilton,,GB,2000,33%,39%,12%,5%,7%,2%,1%,6,8 May 2022,2022-05-08
6–8 May,Savanta ComRes,,UK,2161,34%,39%,11%,4%,3%,3%,5% Plaid Cymru on 1% Other on 4%,5,6–8 May 2022,2022-05-08
5–6 May,YouGov,The Times,GB,1707,35%,36%,10%,5%,8%,3%,3% Plaid Cymru on 1% Other on 2%,1,5–6 May 2022,2022-05-06
5 May,"Local elections in England, Scotland and Wales, and the Northern Ireland Assembly election[23][24]","Local elections in England, Scotland and Wales, and the Northern Ireland Assembly election[23][24]","Local elections in England, Scotland and Wales, and the Northern Ireland Assembly election[23][24]","Local elections in England, Scotland and Wales, and the Northern Ireland Assembly election[23][24]","Local elections in England, Scotland and Wales, and the Northern Ireland Assembly election[23][24]","Local elections in England, Scotland and Wales, and the Northern Ireland Assembly election[23][24]","Local elections in England, Scotland and Wales, and the Northern Ireland Assembly election[23][24]","Local elections in England, Scotland and Wales, and the Northern Ireland Assembly election[23][24]","Local elections in England, Scotland and Wales, and the Northern Ireland Assembly election[23][24]","Local elections in England, Scotland and Wales, and the Northern Ireland Assembly election[23][24]","Local elections in England, Scotland and Wales, and the Northern Ireland Assembly election[23][24]","Local elections in England, Scotland and Wales, and the Northern Ireland Assembly election[23][24]",5 May 2022,2022-05-05
4–5 May,Techne,,UK,1635,34%,40%,10%,4%,5%,—,7%,6,4–5 May 2022,2022-05-05
1 May,Redfield & Wilton,,GB,2000,33%,41%,12%,4%,5%,3%,3% Plaid Cymru on 1% Other on 3%,8,1 May 2022,2022-05-01
28 Apr – 1 May,Savanta ComRes,,UK,2236,35%,41%,9%,4%,4%,3%,4% Plaid Cymru on 0% Other on 4%,6,28 Apr – 1 May 2022,2022-05-01
27–28 Apr,Techne,,UK,1633,35%,40%,9%,4%,6%,—,6%,5,27–28 Apr 2022,2022-04-28
20–28 Apr,Ipsos,,GB,1006,35%,40%,10%,5%,7%,1%,2% UKIP on 1% Other on 1%,5,20–28 Apr 2022,2022-04-28
26–27 Apr,YouGov,The Times,GB,1779,33%,39%,11%,5%,6%,3%,2% Plaid Cymru on 0% Other on 2%,6,26–27 Apr 2022,2022-04-27
22–26 Apr,Survation,,UK,2587,33%,42%,9%,4%,4%,2%,5% Plaid Cymru on 1% Others on 4%,9,22–26 Apr 2022,2022-04-26
14–26 Apr,Opinium,,GB,4000,35%,37%,10%,—,7%,—,—,2,14–26 Apr 2022,2022-04-26
24 Apr,Redfield & Wilton,,GB,2000,34%,42%,11%,4%,4%,4%,1% Plaid Cymru on 1% Other on 0%,8,24 Apr 2022,2022-04-24
22–24 Apr,Savanta ComRes,,UK,2231,34%,40%,11%,4%,3%,3%,5% Plaid Cymru on 1% Other on 4%,6,22–24 Apr 2022,2022-04-24
20–22 Apr,Opinium,The Observer,GB,2002,34%,36%,10%,4%,8%,—,8% Plaid Cymru on 1% Other on 7%,2,20–22 Apr 2022,2022-04-22
20–21 Apr,Techne,,UK,1631,34%,40%,10%,4%,5%,—,7%,6,20–21 Apr 2022,2022-04-21
19–20 Apr,YouGov,The Times,GB,2079,33%,39%,9%,4%,8%,3%,4% Plaid Cymru on 1% Other on 3%,6,19–20 Apr 2022,2022-04-20
17 Apr,Redfield & Wilton,,GB,2000,34%,42%,10%,5%,5%,3%,1% Plaid Cymru on 0% Other on 1%,8,17 Apr 2022,2022-04-17
13–14 Apr,Deltapoll,Mail on Sunday,GB,1550,32%,43%,9%,5%,6%,2%,4% UKIP on 2% Plaid Cymru on 1% Other on 1%,11,13–14 Apr 2022,2022-04-14
13–14 Apr,YouGov,The Times,GB,1960,33%,38%,10%,4%,7%,5%,3% Plaid Cymru on 1% Other on 2%,5,13–14 Apr 2022,2022-04-14
12–13 Apr,Techne,,UK,1628,34%,41%,9%,4%,5%,—,7%,7,12–13 Apr 2022,2022-04-13
7–11 Apr,Kantar Public,,GB,1152,34%,37%,11%,5%,7%,4%,4% UKIP on 2% Plaid Cymru on 1% Other on 1%,3,7–11 Apr 2022,2022-04-11
10 Apr,Redfield & Wilton,,GB,2000,34%,42%,8%,4%,5%,4%,3% Plaid Cymru on 1% Other on 2%,8,10 Apr 2022,2022-04-10
8–10 Apr,Savanta ComRes,,UK,2145,34%,40%,9%,4%,4%,3%,4% Plaid Cymru on 0% Other on 4%,6,8–10 Apr 2022,2022-04-10
6–8 Apr,Omnisis,The Byline Times,UK,918,25%,49%,6%,4%,6%,3%,5% Plaid Cymru on 1% Other on 4%,24,6–8 Apr 2022,2022-04-08
6–8 Apr,Opinium,The Observer,GB,2004,34%,38%,10%,4%,7%,—,8% Plaid Cymru on 1% Other on 7%,4,6–8 Apr 2022,2022-04-08
6–7 Apr,Techne,,UK,1635,35%,40%,10%,4%,4%,—,7%,5,6–7 Apr 2022,2022-04-07
6–7 Apr,YouGov,The Times,GB,1826,34%,37%,10%,4%,7%,4%,4% Plaid Cymru on 1% Other on 3%,3,6–7 Apr 2022,2022-04-07
3 Apr,Redfield & Wilton,,GB,2000,36%,42%,9%,3%,4%,3%,3% Plaid Cymru on 1% Other on 2%,6,3 Apr 2022,2022-04-03
1–3 Apr,Savanta ComRes,,UK,2220,33%,40%,11%,5%,4%,3%,5% Plaid Cymru on 1% Other on 4%,7,1–3 Apr 2022,2022-04-03
30–31 Mar,Techne,,UK,1639,36%,39%,9%,5%,5%,—,6%,3,30–31 Mar 2022,2022-03-31
29–30 Mar,YouGov,The Times,GB,2006,33%,37%,9%,6%,6%,5%,4% Plaid Cymru on 1% Other on 3%,4,29–30 Mar 2022,2022-03-30
28–30 Mar,Survation,,UK,2033,35%,42%,9%,4%,3%,2%,6% Plaid Cymru on 1% Others on 5%,7,28–30 Mar 2022,2022-03-30
27 Mar,Redfield & Wilton,,GB,2000,35%,37%,9%,6%,5%,5%,3% Plaid Cymru on 1% Other on 2%,2,27 Mar 2022,2022-03-27
25–27 Mar,Savanta ComRes,,GB,2226,35%,39%,11%,5%,3%,3%,4% Plaid Cymru on 0% Other on 4%,4,25–27 Mar 2022,2022-03-27
23–25 Mar,Opinium,The Observer,GB,2002,36%,38%,9%,4%,7%,—,7% Plaid Cymru on 1% Other on 6%,2,23–25 Mar 2022,2022-03-25
23–24 Mar,YouGov,The Times,GB,1759,35%,37%,10%,4%,7%,4%,3% Plaid Cymru on 1% Other on 2%,2,23–24 Mar 2022,2022-03-24
23–24 Mar,Techne,,UK,1641,35%,40%,10%,4%,5%,—,6%,5,23–24 Mar 2022,2022-03-24
22–23 Mar,YouGov,The Times,GB,1810,35%,36%,9%,4%,8%,5%,4% Plaid Cymru on 1% Other on 3%,1,22–23 Mar 2022,2022-03-23
17–21 Mar,Kantar Public,,GB,1042,36%,36%,12%,3%,6%,3%,4% UKIP on 1% Plaid Cymru on <1% Other on 2%,Tie,17–21 Mar 2022,2022-03-21
20 Mar,Redfield & Wilton,,GB,2000,35%,40%,11%,4%,7%,2%,1% Plaid Cymru on 0% Other on 1%,5,20 Mar 2022,2022-03-20
16–17 Mar,Techne,,UK,1636,35%,39%,10%,4%,6%,—,6%,4,16–17 Mar 2022,2022-03-17
16–17 Mar,YouGov,The Times,GB,1761,33%,39%,10%,5%,7%,4%,3% Plaid Cymru on 1% Other on 2%,6,16–17 Mar 2022,2022-03-17
9–16 Mar,Ipsos,Evening Standard,GB,1000,35%,39%,10%,5%,7%,—,5%,4,9–16 Mar 2022,2022-03-16
13 Mar,Redfield & Wilton,,GB,2000,36%,39%,10%,4%,6%,4%,3% Plaid Cymru on 1% Other on 2%,3,13 Mar 2022,2022-03-13
11–13 Mar,Savanta ComRes,,UK,2192,35%,40%,9%,4%,3%,3%,5% Plaid Cymru on 1% Other on 4%,5,11–13 Mar 2022,2022-03-13
9–11 Mar,Opinium,The Observer,GB,2007,35%,37%,9%,4%,7%,—,8% Plaid Cymru on 1% Other on 7%,2,9–11 Mar 2022,2022-03-11
8–11 Mar,Deltapoll,,GB,2003,34%,40%,10%,5%,5%,2%,3% UKIP on 1% Plaid Cymru on 1% Other on 1%,6,8–11 Mar 2022,2022-03-11
9–10 Mar,Techne,,UK,1641,36%,38%,9%,4%,6%,—,7%,2,9–10 Mar 2022,2022-03-10
8–9 Mar,YouGov,The Times,GB,1700,33%,39%,10%,4%,7%,4%,3% Plaid Cymru on 1% Other on 2%,6,8–9 Mar 2022,2022-03-09
7 Mar,Redfield & Wilton,,GB,2000,37%,40%,10%,4%,5%,2%,1% Plaid Cymru on 0% Other on 1%,3,7 Mar 2022,2022-03-07
4–7 Mar,Survation,38 Degrees,GB,2034,37%,40%,9%,5%,5%,—,5% Plaid Cymru on 1% Other on 4%,3,4–7 Mar 2022,2022-03-07
4–6 Mar,Savanta ComRes,,UK,2222,34%,41%,9%,5%,4%,3%,6% Plaid Cymru on 1% Other on 5%,7,4–6 Mar 2022,2022-03-06
3–4 Mar,YouGov,The Times,GB,1658,35%,37%,7%,5%,8%,5%,3% Plaid Cymru on 1% Other on 2%,2,3–4 Mar 2022,2022-03-04
3 Mar,Birmingham Erdington by-election[25],Birmingham Erdington by-election[25],Birmingham Erdington by-election[25],Birmingham Erdington by-election[25],Birmingham Erdington by-election[25],Birmingham Erdington by-election[25],Birmingham Erdington by-election[25],Birmingham Erdington by-election[25],Birmingham Erdington by-election[25],Birmingham Erdington by-election[25],Birmingham Erdington by-election[25],Birmingham Erdington by-election[25],3 Mar 2022,2022-03-03
2–3 Mar,Techne,,UK,1631,35%,38%,10%,4%,6%,—,7%,3,2–3 Mar 2022,2022-03-03
28 Feb,Redfield & Wilton,,GB,2000,35%,38%,12%,5%,5%,4%,1% Plaid Cymru on 0% Other on 1%,3,28 Feb 2022,2022-02-28
21–28 Feb,Number Cruncher Politics,ITV,UK,2001,35%,42%,8%,5%,6%,2%,3% Plaid Cymru on 1% Other on 2%,7,21–28 Feb 2022,2022-02-28
25–27 Feb,Savanta ComRes,,UK,2208,34%,42%,9%,4%,3%,3%,5% Plaid Cymru on 1% Other on 4%,8,25–27 Feb 2022,2022-02-27
24–25 Feb,YouGov,The Times,GB,1741,34%,39%,9%,5%,6%,5%,4% Plaid Cymru on 1% Other on 3%,5,24–25 Feb 2022,2022-02-25
23–25 Feb,Opinium,The Observer,GB,2068,34%,38%,11%,4%,6%,—,6% Plaid Cymru on 1% Other on 5%,4,23–25 Feb 2022,2022-02-25
23–24 Feb,Techne,,UK,1635,35%,39%,9%,4%,6%,—,7%,4,23–24 Feb 2022,2022-02-24
22–23 Feb,Omnisis,The Byline Times,UK,1004,27%,46%,8%,5%,7%,4%,4% Plaid Cymru on 1% Other on 3%,19,22–23 Feb 2022,2022-02-23
21 Feb,Redfield & Wilton,,GB,2000,33%,39%,11%,5%,7%,4%,2% Plaid Cymru on 1% Other on 1%,6,21 Feb 2022,2022-02-21
17–21 Feb,Kantar Public,,GB,1090,34%,39%,12%,4%,6%,2%,3% UK Independence Party on 1% Plaid Cymru on <1% Other on 2%,5,17–21 Feb 2022,2022-02-21
17–21 Feb,Survation,,UK,2050,35%,42%,9%,4%,3%,2%,5% Plaid Cymru on 1% UKIP on 0% Other on 4%,7,17–21 Feb 2022,2022-02-21
18–20 Feb,Savanta ComRes,The Independent,UK,2201,33%,40%,11%,4%,5%,3%,4% Plaid Cymru on 0% Other on 4%,7,18–20 Feb 2022,2022-02-20
14–18 Feb,FindOutNow,,GB,12700,32%,38%,13%,5%,7%,4%,3% Plaid Cymru on 1% Other on 2%,6,14–18 Feb 2022,2022-02-18
16–17 Feb,Techne,,UK,1625,34%,39%,10%,4%,6%,—,7%,5,16–17 Feb 2022,2022-02-17
16–17 Feb,YouGov,The Times,GB,1720,34%,38%,10%,4%,6%,4%,3% Plaid Cymru on 1% Other on 2%,4,16–17 Feb 2022,2022-02-17
14 Feb,Redfield & Wilton,,GB,2000,33%,38%,11%,4%,6%,5%,3% Plaid Cymru on 1% Other on 2%,5,14 Feb 2022,2022-02-14
11–13 Feb,Savanta ComRes,,UK,2226,32%,41%,11%,4%,4%,3%,5% Plaid Cymru on 1% Other on 4%,9,11–13 Feb 2022,2022-02-13
10–11 Feb,YouGov,The Times,GB,1720,34%,37%,10%,5%,8%,4%,3% Plaid Cymru on 1% Other on 2%,3,10–11 Feb 2022,2022-02-11
9–11 Feb,Opinium[h],The Observer,GB,1526,34%,37%,11%,3%,6%,—,9% Plaid Cymru on 1% Other on 8%,3,9–11 Feb 2022,2022-02-11
8–9 Feb,Techne,,UK,1631,33%,41%,9%,4%,6%,—,7%,8,8–9 Feb 2022,2022-02-09
7 Feb,Redfield & Wilton,,GB,2000,32%,42%,9%,4%,6%,4%,3% Plaid Cymru on 1% Other on 2%,10,7 Feb 2022,2022-02-07
4–6 Feb,Savanta ComRes,,UK,2232,33%,42%,9%,4%,5%,3%,5% Plaid Cymru on 1% Other on 4%,9,4–6 Feb 2022,2022-02-06
3–4 Feb,Deltapoll,The Sun on Sunday,GB,1587,34%,41%,10%,4%,5%,2%,4% UKIP on 2% Plaid Cymru on 1% Other on 1%,7,3–4 Feb 2022,2022-02-04
3 Feb,Southend West by-election[26],Southend West by-election[26],Southend West by-election[26],Southend West by-election[26],Southend West by-election[26],Southend West by-election[26],Southend West by-election[26],Southend West by-election[26],Southend West by-election[26],Southend West by-election[26],Southend West by-election[26],Southend West by-election[26],3 Feb 2022,2022-02-03
1–2 Feb,Techne,,UK,1631,32%,40%,10%,4%,6%,—,8%,8,1–2 Feb 2022,2022-02-02
1–2 Feb,YouGov,The Times,GB,1661,32%,41%,10%,5%,6%,4%,3% Plaid Cymru on 1% Other on 2%,9,1–2 Feb 2022,2022-02-02
31 Jan,Redfield & Wilton,,GB,2000,33%,40%,11%,4%,6%,3%,2% Plaid Cymru on 1% Other on 1%,7,31 Jan 2022,2022-01-31
28–30 Jan,Savanta ComRes,,UK,2283,33%,44%,9%,4%,3%,3%,1% Plaid Cymru on 1% Other on 4%,11,28–30 Jan 2022,2022-01-30
28 Jan,Techne,,UK,—,31%,38%,12%,4%,6%,2%,7%,7,28 Jan 2022,2022-01-28
27–28 Jan,Opinium,The Observer,GB,1647,34%,39%,9%,5%,5%,—,7% Plaid Cymru on 1% Other on 6%,5,27–28 Jan 2022,2022-01-28
26–27 Jan,Omnisis,The Byline Times,UK,1005,28%,48%,7%,5%,6%,4%,1% Plaid Cymru on 0% Other on 1%,20,26–27 Jan 2022,2022-01-27
26–27 Jan,YouGov,The Times,GB,1656,32%,38%,11%,5%,7%,3%,4% Plaid Cymru on 1% Other on 3%,6,26–27 Jan 2022,2022-01-27
25–27 Jan,Deltapoll,Daily Mirror,GB,1515,32%,42%,10%,5%,6%,1%,3% UKIP on 1% Plaid Cymru on 1% Other on 1%,10,25–27 Jan 2022,2022-01-27
25 Jan,Survation,Daily Mail,UK,1117,35%,40%,10%,5%,3%,3%,4% Plaid Cymru on 1% UKIP on 0% Other on 3%,5,25 Jan 2022,2022-01-25
19–25 Jan,Ipsos,Evening Standard,GB,1059,31%,40%,13%,4%,9%,1%,2% Plaid Cymru on 1% Other on 1%,9,19–25 Jan 2022,2022-01-25
24 Jan,Redfield & Wilton,,GB,2000,34%,41%,11%,5%,5%,3%,1% Plaid Cymru on 0% Other on 1%,7,24 Jan 2022,2022-01-24
20–24 Jan,Kantar Public,,GB,1086,34%,38%,11%,5%,7%,2%,3% Plaid Cymru on 1% UK Independence Party on 1% Other on 1%,4,20–24 Jan 2022,2022-01-24
21–23 Jan,Savanta ComRes,,UK,2095,32%,40%,11%,5%,4%,3%,5% Plaid Cymru on 1% Other on 4%,8,21–23 Jan 2022,2022-01-23
11–23 Jan,JL Partners,Sunday Times,GB,4561,32%,42%,10%,5%,7%,2%,2% Plaid Cymru on 0% UKIP on 1% BNP on 0% Other on 1%,10,11–23 Jan 2022,2022-01-23
20–21 Jan,YouGov,The Times,GB,1668,32%,39%,8%,5%,8%,4%,3% Plaid Cymru on 1% Other on 2%,7,20–21 Jan 2022,2022-01-21
20–20 Jan,Omnisis,The Byline Times,UK,1015,27%,45%,8%,5%,7%,4%,4% Plaid Cymru on 1% Other on 3%,18,20–20 Jan 2022,2022-01-20
17 Jan,Redfield & Wilton,,GB,2000,30%,43%,9%,4%,7%,4%,3% Plaid Cymru on 1% Other on 2%,13,17 Jan 2022,2022-01-17
14–17 Jan,Survation,38 Degrees,UK,2036,33%,43%,10%,4%,3%,2%,5% Plaid Cymru on 1% DUP on 1% Alliance on 1% UKIP on 1% Other on 1%,10,14–17 Jan 2022,2022-01-17
14–16 Jan,Savanta ComRes,,GB,2151,32%,41%,11%,5%,4%,3%,5% Plaid Cymru on 1% Other on 4%,9,14–16 Jan 2022,2022-01-16
12–16 Jan,Deltapoll,,GB,4292,32%,41%,11%,5%,5%,2%,4% UKIP on 2% Plaid Cymru on 1% Other on 1%,9,12–16 Jan 2022,2022-01-16
13–14 Jan,Savanta ComRes,,GB,2151,32%,42%,11%,4%,4%,2%,5% Plaid Cymru on 1% Other on 4%,10,13–14 Jan 2022,2022-01-14
13–14 Jan,YouGov,The Times,GB,1683,31%,39%,11%,5%,6%,5%,3% Plaid Cymru on 1% Other on 2%,8,13–14 Jan 2022,2022-01-14
12–14 Jan,Opinium,The Observer,UK,1271,31%,41%,9%,4%,6%,—,9% Plaid Cymru on 1% Other on 8%,10,12–14 Jan 2022,2022-01-14
13 Jan,FindOutNow/Electoral Calculus,,GB,2128,27%,41%,11%,5%,8%,5%,3% Plaid Cymru on 1% Other on 2%,14,13 Jan 2022,2022-01-13
12–13 Jan,YouGov,The Times,GB,1690,29%,40%,11%,5%,6%,6%,1%,11,12–13 Jan 2022,2022-01-13
12–13 Jan,Focaldata,,GB,1003,33%,42%,11%,3%,4%,3%,3% Plaid Cymru on 1% Other on 2%,9,12–13 Jan 2022,2022-01-13
11–12 Jan,YouGov,The Times,GB,1666,28%,38%,13%,5%,7%,4%,3%,10,11–12 Jan 2022,2022-01-12
10 Jan,Redfield & Wilton,,GB,2000,35%,39%,12%,4%,5%,4%,1% Plaid Cymru on 0% Other on 1%,4,10 Jan 2022,2022-01-10
7–9 Jan,Savanta ComRes,,GB,2207,33%,37%,11%,5%,4%,4%,6% Plaid Cymru on 1% Other on 5%,4,7–9 Jan 2022,2022-01-09
6–7 Jan,YouGov,The Times,GB,1744,33%,37%,10%,5%,6%,5%,4% Plaid Cymru on 1% Other on 3%,4,6–7 Jan 2022,2022-01-07
5–7 Jan,Opinium Archived 8 January 2022 at the Wayback Machine[27],The Observer,UK,1326,34%,39%,11%,4%,5%,—,7% Plaid Cymru on 1% Other on 6%,5,5–7 Jan 2022,2022-01-07
3 Jan,Redfield & Wilton,,GB,2000,35%,38%,10%,5%,5%,4%,2% Plaid Cymru on 0% Other on 2%,3,3 Jan 2022,2022-01-03
Dates conducted,Pollster,Client,Area,Sample size,,,,,,,Others,Lead,Dates conducted 2021,
23–30 Dec,Deltapoll,The Mail on Sunday,GB,1567,35%,40%,10%,5%,4%,3%,2% Plaid Cymru on 1% UKIP on 1% Other on 0%,5,23–30 Dec 2021,2021-12-30
28 Dec,Techne,,UK,TBA,32%,37%,11%,4%,4%,—,12%,5,28 Dec 2021,2021-12-28
21–23 Dec,Opinium,The Observer,UK,1216,32%,39%,11%,5%,6%,—,8% Plaid Cymru on 1% Other on 7%,7,21–23 Dec 2021,2021-12-23
20–21 Dec,Focaldata,,GB,1008,34%,41%,9%,4%,4%,4%,2% Plaid Cymru on 0% Other on 2%,7,20–21 Dec 2021,2021-12-21
1–21 Dec,Focaldata,The Times,GB,24373,32%,40%,10%,3%,7%,6%,3% Plaid Cymru on 1% Other on 2%,8,1–21 Dec 2021,2021-12-21
20 Dec,Redfield & Wilton,,GB,2000,31%,39%,13%,5%,6%,5%,2% Plaid Cymru on 1% Other on 1%,8,20 Dec 2021,2021-12-20
19–20 Dec,YouGov,The Times,GB,1790,30%,36%,12%,6%,8%,5%,4% Plaid Cymru on 1% Other on 3%,6,19–20 Dec 2021,2021-12-20
17–19 Dec,Savanta ComRes,,UK,2096,32%,37%,13%,4%,5%,4%,5% Plaid Cymru on 1% Other on 4%,5,17–19 Dec 2021,2021-12-19
16 Dec,North Shropshire by-election[28],North Shropshire by-election[28],North Shropshire by-election[28],North Shropshire by-election[28],North Shropshire by-election[28],North Shropshire by-election[28],North Shropshire by-election[28],North Shropshire by-election[28],North Shropshire by-election[28],North Shropshire by-election[28],North Shropshire by-election[28],North Shropshire by-election[28],16 Dec 2021,2021-12-16
16 Dec,Savanta ComRes,The Daily Express,UK,2139,34%,38%,10%,5%,4%,4%,5% Plaid Cymru on 1% Other on 4%,4,16 Dec 2021,2021-12-16
14–15 Dec,FindOutNow/Electoral Calculus,The Telegraph,GB,1017,30%,38%,10%,2%,10%,7%,3% Plaid Cymru on 1% Other on 2%,8,14–15 Dec 2021,2021-12-15
14–15 Dec,YouGov,The Times,GB,1714,32%,37%,10%,5%,7%,6%,4% Plaid Cymru on 1% Other on 3%,5,14–15 Dec 2021,2021-12-15
13–14 Dec,Survation,38 Degrees,UK,2039,34%,40%,8%,5%,4%,2%,4% Plaid Cymru on 1% Democratic Unionist Party on 1% UK Independence Party on 1% Other on 1%,6,13–14 Dec 2021,2021-12-14
13 Dec,Redfield & Wilton,,GB,2000,32%,37%,11%,4%,7%,7%,1% Plaid Cymru on 0% Other on 1%,5,13 Dec 2021,2021-12-13
9–13 Dec,Kantar Public,,GB,1074,34%,38%,11%,3%,7%,3%,5% UKIP on 2% Plaid Cymru on 1% Other on 2%,4,9–13 Dec 2021,2021-12-13
8–13 Dec,YouGov,Fabian Society,GB,3380,31%,38%,8%,5%,8%,6%,3% Plaid Cymru on 1% Other on 2%,7,8–13 Dec 2021,2021-12-13
10–11 Dec,Survation,GMB,UK,1218,32%,39%,9%,5%,5%,4%,6% Plaid Cymru on 1% UKIP on 1% Reclaim Party on <1%  Other on 4%,7,10–11 Dec 2021,2021-12-11
9–10 Dec,YouGov,The Times,GB,1741,32%,40%,8%,4%,7%,7%,3% Plaid Cymru on 1% Other on 2%,8,9–10 Dec 2021,2021-12-10
9–10 Dec,Savanta ComRes,Daily Mail,UK,2118,33%,39%,9%,5%,4%,4%,6% Plaid Cymru on 1% Other on 5%,6,9–10 Dec 2021,2021-12-10
8–10 Dec,Opinium,The Observer,UK,2042,32%,41%,9%,5%,5%,—,8% Plaid Cymru on 0% Other on 8%,9,8–10 Dec 2021,2021-12-10
3–10 Dec,Ipsos,Evening Standard,GB,1005,34%,39%,11%,5%,7%,2%,4% Plaid Cymru on 1% Other on 3%,5,3–10 Dec 2021,2021-12-10
9 Dec,Focaldata,Times Radio,GB,1001,33%,41%,7%,5%,6%,6%,2% Plaid Cymru on 1% Other on 1%,8,9 Dec 2021,2021-12-09
8–9 Dec,YouGov,The Times,GB,1686,33%,37%,9%,5%,7%,6%,2% Plaid Cymru on 1% Other on 1%,4,8–9 Dec 2021,2021-12-09
8–9 Dec,Survation,Daily Mirror,UK,1178,34%,40%,10%,4%,4%,3%,6% Plaid Cymru on 1% UKIP on 1% Reclaim Party on 0%  Other on 4%,6,8–9 Dec 2021,2021-12-09
8 Dec,Redfield & Wilton,,GB,1500,34%,38%,11%,4%,6%,5%,1% Plaid Cymru on 0% Other on 1%,4,8 Dec 2021,2021-12-08
7 Dec,Partygate scandal begins,Partygate scandal begins,Partygate scandal begins,Partygate scandal begins,Partygate scandal begins,Partygate scandal begins,Partygate scandal begins,Partygate scandal begins,Partygate scandal begins,Partygate scandal begins,Partygate scandal begins,Partygate scandal begins,7 Dec 2021,2021-12-07
6 Dec,Redfield & Wilton,,GB,2000,38%,36%,9%,4%,6%,4%,2% Plaid Cymru on 0% Other on 2%,2,6 Dec 2021,2021-12-06
3–5 Dec,Savanta ComRes,,UK,2232,38%,37%,9%,4%,5%,2%,5% Plaid Cymru on 1% Other on 4%,1,3–5 Dec 2021,2021-12-05
2–4 Dec,Deltapoll,,GB,1553,37%,38%,10%,5%,5%,2%,3% Plaid Cymru on 1% UKIP on 2% Other on 0%,1,2–4 Dec 2021,2021-12-04
2 Dec,Old Bexley and Sidcup by-election[29],Old Bexley and Sidcup by-election[29],Old Bexley and Sidcup by-election[29],Old Bexley and Sidcup by-election[29],Old Bexley and Sidcup by-election[29],Old Bexley and Sidcup by-election[29],Old Bexley and Sidcup by-election[29],Old Bexley and Sidcup by-election[29],Old Bexley and Sidcup by-election[29],Old Bexley and Sidcup by-election[29],Old Bexley and Sidcup by-election[29],Old Bexley and Sidcup by-election[29],2 Dec 2021,2021-12-02
1–2 Dec,YouGov,The Times,GB,1708,36%,33%,9%,5%,9%,6%,2% Plaid Cymru on 1% Other on 1%,3,1–2 Dec 2021,2021-12-02
30 Nov – 1 Dec,Survation,,UK,1060,36%,39%,9%,5%,3%,3%,5% Plaid Cymru on 1% UKIP on 1% Other on 3%,3,30 Nov – 1 Dec 2021,2021-12-01
29 Nov – 1 Dec,FindOutNow,Daily Telegraph,GB,10272,36%,35%,11%,5%,8%,3%,2% Plaid Cymru on 1% Other on 1%,1,29 Nov – 1 Dec 2021,2021-12-01
29 Nov,Redfield & Wilton,,GB,2000,38%,36%,10%,4%,6%,4%,2% Plaid Cymru on 1% Other on 1%,2,29 Nov 2021,2021-11-29
26–28 Nov,Savanta ComRes,,GB,2060,37%,37%,8%,5%,5%,4%,5% Plaid Cymru on 1% Other on 4%,Tie,26–28 Nov 2021,2021-11-28
24–26 Nov,Opinium,The Observer,UK,1990,36%,38%,8%,5%,6%,—,8% Plaid Cymru on 1% Other on 7%,2,24–26 Nov 2021,2021-11-26
24–25 Nov,YouGov,The Times,GB,1692,36%,35%,7%,5%,8%,6%,3% Plaid Cymru on 1% Other on 2%,1,24–25 Nov 2021,2021-11-25
18–22 Nov,Kantar Public,,GB,1119,39%,36%,10%,4%,5%,2%,4% UKIP on 2% Plaid Cymru on 1% Other on 1%,3,18–22 Nov 2021,2021-11-22
21 Nov,Redfield & Wilton,,GB,2000,37%,37%,9%,4%,6%,3%,3% Plaid Cymru on 1% Other on 2%,Tie,21 Nov 2021,2021-11-21
19–21 Nov,Savanta ComRes,,UK,2184,36%,38%,10%,4%,5%,3%,5% Plaid Cymru on 1% Other on 4%,2,19–21 Nov 2021,2021-11-21
10–19 Nov,Panelbase,,GB,3888,38%,39%,9%,4%,6%,—,4% Plaid Cymru on <1% Other on 4%,1,10–19 Nov 2021,2021-11-19
17–18 Nov,YouGov,The Times,GB,1800,36%,34%,7%,4%,10%,5%,4% Plaid Cymru on 1% Other on 3%,2,17–18 Nov 2021,2021-11-18
15 Nov,Redfield & Wilton,,GB,2000,36%,37%,10%,4%,5%,4%,3% Plaid Cymru on 1% Other on 2%,1,15 Nov 2021,2021-11-15
